To learn about increasing the verbosity of the NGen log files please see http://go.microsoft.com/fwlink/?linkid=210113
06/29/2018 19:26:06.262 [1860]: 1>    Compiling assembly Microsoft.ServiceModel.DomainServices.Tools.resources, Version=4.0.0.00000, Culture=fr, PublicKeyToken=31BF3856AD364E35 (CLR v4.0.30319) ...
07/28/2018 04:01:26.691 [11020]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\System.ServiceProce#\2edb6fa826393ca50939dc8711d67573\System.ServiceProcess.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:26.800 [11020]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:26.816 [11020]: ngen returning 0x00000000
07/28/2018 04:01:26.956 [8248]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\System.Transactions\f4a30700a5eaefe4f13a3fb8c825410b\System.Transactions.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:27.081 [8248]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:27.081 [8248]: ngen returning 0x00000000
07/28/2018 04:01:27.191 [6916]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\System.Web\f7fdde45bca3dba85993340e923bab29\System.Web.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:27.316 [6916]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:27.316 [6916]: ngen returning 0x00000000
07/28/2018 04:01:27.456 [2508]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\System.Web.Services\4b61ffb31b1d1af32b2c2e1c21b669c3\System.Web.Services.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:27.550 [2508]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:27.550 [2508]: ngen returning 0x00000000
07/28/2018 04:01:27.581 [2964]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\System.Windows.Forms\38e0818db88c6c41e87a69ed2f2651c8\System.Windows.Forms.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:27.659 [2964]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:27.675 [2964]: ngen returning 0x00000000
07/28/2018 04:01:27.691 [4624]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\System.Xml\33f8110590ac28bcd1e562f14aaa9c7e\System.Xml.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:27.800 [4624]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:27.800 [4624]: ngen returning 0x00000000
07/28/2018 04:01:27.831 [1608]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\TlbExp\8554c9287b075a55b43aab0685209dfa\TlbExp.ni.exe /noroot /LegacyServiceBehavior 
07/28/2018 04:01:27.956 [1608]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:27.956 [1608]: ngen returning 0x00000000
07/28/2018 04:01:27.972 [7516]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\TlbImp\b6c1d64278f3439e63e2344a0975b40e\TlbImp.ni.exe /noroot /LegacyServiceBehavior 
07/28/2018 04:01:28.066 [7516]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:28.081 [7516]: ngen returning 0x00000000
07/28/2018 04:01:28.097 [5900]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\WindowsBase\082895101f49893eea64b4d7fa5f9bd8\WindowsBase.ni.dll /noroot /LegacyServiceBehavior 
07/28/2018 04:01:28.269 [5900]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:28.284 [5900]: ngen returning 0x00000000
07/28/2018 04:01:28.394 [7736]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\wsdl\2ab6591a931b733061ff45705d568fc6\wsdl.ni.exe /noroot /LegacyServiceBehavior 
07/28/2018 04:01:28.597 [7736]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:28.597 [7736]: ngen returning 0x00000000
07/28/2018 04:01:28.612 [9756]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\xsd\75f8abe7b57d6355a845375eb6263b8d\xsd.ni.exe /noroot /LegacyServiceBehavior 
07/28/2018 04:01:28.769 [9756]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:28.784 [9756]: ngen returning 0x00000000
07/28/2018 04:01:28.816 [9308]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v2.0.50727_32\xsltc\4106580186c013adb276dff28fb65ddd\xsltc.ni.exe /noroot /LegacyServiceBehavior 
07/28/2018 04:01:28.925 [9308]: Native image used by one or more roots, cannot be uninstalled
07/28/2018 04:01:28.941 [9308]: ngen returning 0x00000000
07/28/2018 04:01:29.441 [7908]: NGen task completed successfully
07/29/2018 00:52:14.319 [11200]: NGen Task starting, command line: "C:\Windows\Microsoft.NET\Framework\v4.0.30319\NGenTask.exe" /RuntimeWide /StopEvent:484
07/29/2018 00:52:15.450 [11200]: Attempting to acquire task lock.
07/29/2018 00:52:15.477 [11200]: Acquired task lock.
07/29/2018 00:52:16.258 [10832]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe RemoveTaskDelayStartTrigger /LegacyServiceBehavior 
07/29/2018 00:52:17.927 [10832]: ngen returning 0x00000000
07/29/2018 00:52:19.173 [11200]: Executing normal maintenance tasks
07/29/2018 00:52:19.192 [6248]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe ExecuteQueuedItems /LegacyServiceBehavior 
07/29/2018 00:52:27.358 [6248]: All compilation targets are up to date.
07/29/2018 00:52:27.359 [6248]: ngen returning 0x00000000
07/29/2018 00:52:53.254 [1416]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe install UIAutomationTypes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35 /NoDependencies /noroot /version:v4.0.30319 /LegacyServiceBehavior 
07/29/2018 00:53:30.545 [1416]: 1>    Compiling assembly UIAutomationTypes, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35 (CLR v4.0.30319) ...
07/29/2018 00:53:48.294 [1416]: ngen returning 0x00000000
07/29/2018 00:53:48.709 [11148]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe install WindowsFormsIntegration, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35 /NoDependencies /noroot /version:v4.0.30319 /LegacyServiceBehavior 
07/29/2018 00:54:24.512 [11148]: 1>    Compiling assembly WindowsFormsIntegration, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35 (CLR v4.0.30319) ...
07/29/2018 00:55:34.884 [11148]: ngen returning 0x00000000
07/29/2018 00:55:35.600 [9072]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe install UIAutomationProvider, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35 /NoDependencies /noroot /version:v4.0.30319 /LegacyServiceBehavior 
07/29/2018 00:55:40.732 [9072]: 1>    Compiling assembly UIAutomationProvider, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35 (CLR v4.0.30319) ...
07/29/2018 00:55:41.719 [9072]: ngen returning 0x00000000
07/29/2018 00:55:41.762 [1184]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe install System.ComponentModel.Composition, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 /NoDependencies /noroot /version:v4.0.30319 /LegacyServiceBehavior 
07/29/2018 00:55:46.675 [1184]: 1>    Compiling assembly System.ComponentModel.Composition, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 (CLR v4.0.30319) ...
07/29/2018 00:56:10.604 [1184]: ngen returning 0x00000000
07/29/2018 00:56:10.934 [9604]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe install Microsoft.VisualStudio.Language.StandardClassification, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a /NoDependencies /noroot /version:v4.0.30319 /LegacyServiceBehavior 
07/29/2018 00:56:12.446 [9604]: 1>    Compiling assembly Microsoft.VisualStudio.Language.StandardClassification, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
07/29/2018 00:56:13.310 [9604]: ngen returning 0x00000000
07/29/2018 00:56:13.374 [11180]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe install Microsoft.VisualStudio.Progression.CodeSchema, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a /NoDependencies /noroot /version:v4.0.30319 /LegacyServiceBehavior 
07/29/2018 00:56:26.070 [11180]: Failed to load dependency EnvDTE of assembly Microsoft.VisualStudio.Progression.CodeSchema, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a because of the following error : The system cannot find the file specified. (Exception from HRESULT: 0x80070002)
07/29/2018 00:56:30.088 [11180]: All compilation targets are up to date.
07/29/2018 00:56:30.089 [11180]: ngen returning 0x00000000
07/29/2018 00:56:30.602 [8664]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe install Microsoft.Build, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a /NoDependencies /noroot /version:v4.0.30319 /LegacyServiceBehavior 
07/29/2018 00:56:33.741 [8664]: 1>    Compiling assembly Microsoft.Build, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
07/29/2018 00:57:23.770 [8664]: ngen returning 0x00000000
07/29/2018 00:57:24.030 [10688]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe install Microsoft.VisualStudio.XmlEditor, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a /NoDependencies /noroot /version:v4.0.30319 /LegacyServiceBehavior 
07/29/2018 00:57:26.310 [10688]: 1>    Compiling assembly Microsoft.VisualStudio.XmlEditor, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
07/29/2018 00:57:27.892 [10688]: ngen returning 0x00000000
07/29/2018 00:57:27.944 [7896]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe install C:\Windows\system32\WinMetadata\Windows.UI.winmd /NoDependencies /noroot /version:v4.0.30319 /LegacyServiceBehavior 
07/29/2018 00:57:40.587 [7896]: 1>    Compiling assembly C:\Windows\system32\WinMetadata\Windows.UI.winmd (CLR v4.0.30319) ...
07/29/2018 00:57:51.210 [7896]: ngen returning 0x00000000
07/29/2018 00:57:51.370 [9984]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe install System.Core, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 /NoDependencies /noroot /version:v4.0.30319 /LegacyServiceBehavior 
07/29/2018 00:57:53.079 [9984]: All compilation targets are up to date.
07/29/2018 00:57:53.080 [9984]: ngen returning 0x00000000
07/29/2018 00:57:57.107 [6312]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\aspnet_intern\7582486acb6791999a3296d6c871d84b\aspnet_intern.ni.exe /noroot /LegacyServiceBehavior 
07/29/2018 00:57:57.529 [6312]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:57:57.544 [6312]: ngen returning 0x00000000
07/29/2018 00:57:57.595 [11172]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\aspnet_merge\c92ae84e259d4ed8e09d7b3ff8ba6a6f\aspnet_merge.ni.exe /noroot /LegacyServiceBehavior 
07/29/2018 00:57:57.719 [11172]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:57:57.730 [11172]: ngen returning 0x00000000
07/29/2018 00:57:57.810 [7060]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\AuditPolicy42d3d2cc#\a2109ee122cd0c1a583b2853334ca1a8\AuditPolicyGPManagedStubs.Interop.ni.dll /noroot /LegacyServiceBehavior 
07/29/2018 00:57:57.981 [7060]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:57:57.989 [7060]: ngen returning 0x00000000
07/29/2018 00:57:58.017 [10072]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\AxImp\15bf3b2649839bee7fcb5798f28358f7\AxImp.ni.exe /noroot /LegacyServiceBehavior 
07/29/2018 00:57:58.156 [10072]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:57:58.167 [10072]: ngen returning 0x00000000
07/29/2018 00:57:58.210 [4752]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\Blend\492de1306ae203ded842a8a26caecf17\Blend.ni.exe /noroot /LegacyServiceBehavior 
07/29/2018 00:57:58.359 [4752]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:57:58.368 [4752]: ngen returning 0x00000000
07/29/2018 00:57:58.887 [10096]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\EventViewer\d7c3402d2a5b976ffdafe6ed88efd847\EventViewer.ni.dll /noroot /LegacyServiceBehavior 
07/29/2018 00:57:59.046 [10096]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:57:59.059 [10096]: ngen returning 0x00000000
07/29/2018 00:57:59.100 [10184]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\Fsc\9bd14a137f2d0940fb04ccb6bfe3da4b\Fsc.ni.exe /noroot /LegacyServiceBehavior 
07/29/2018 00:57:59.245 [10184]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:57:59.258 [10184]: ngen returning 0x00000000
07/29/2018 00:57:59.338 [6892]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\FSharp.Build\6b06840c44260edcc9b8818c3e49f168\FSharp.Build.ni.dll /noroot /LegacyServiceBehavior 
07/29/2018 00:57:59.489 [6892]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:57:59.502 [6892]: ngen returning 0x00000000
07/29/2018 00:57:59.579 [7528]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\FSharp.Comp8f056e1a#\eaccb9eecaccdffb50f95dd73433d895\FSharp.Compiler.Server.Shared.ni.dll /noroot /LegacyServiceBehavior 
07/29/2018 00:57:59.719 [7528]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:57:59.728 [7528]: ngen returning 0x00000000
07/29/2018 00:57:59.809 [6516]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\FSharp.Core\e7d6862870c361ad369a1bc0a571c14c\FSharp.Core.ni.dll /noroot /LegacyServiceBehavior 
07/29/2018 00:57:59.954 [6516]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:57:59.968 [6516]: ngen returning 0x00000000
07/29/2018 00:58:00.133 [10692]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\FSharp.Lang31116b57#\ea51bdccab767f767c861c098154ca9c\FSharp.LanguageService.Compiler.ni.dll /noroot /LegacyServiceBehavior 
07/29/2018 00:58:00.278 [10692]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:58:00.291 [10692]: ngen returning 0x00000000
07/29/2018 00:58:00.365 [9688]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\FSharp.Projd4f911f5#\250fac6b7f098f3c265563f102ad4140\FSharp.ProjectSystem.FSharp.ni.dll /noroot /LegacyServiceBehavior 
07/29/2018 00:58:00.485 [9688]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:58:00.494 [9688]: ngen returning 0x00000000
07/29/2018 00:58:00.555 [2756]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\Fsi\6a60707c3e15460e45b744ff91aa354f\Fsi.ni.exe /noroot /LegacyServiceBehavior 
07/29/2018 00:58:00.678 [2756]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:58:00.687 [2756]: ngen returning 0x00000000
07/29/2018 00:58:00.734 [8328]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\FsiAnyCPU\d89250a1d0c33112736711757755eced\FsiAnyCPU.ni.exe /noroot /LegacyServiceBehavior 
07/29/2018 00:58:00.844 [8328]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:58:00.852 [8328]: ngen returning 0x00000000
07/29/2018 00:58:00.917 [1340]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\IntelliTrace\a518c7f28647ae95569f8f0e344f5410\IntelliTrace.ni.exe /noroot /LegacyServiceBehavior 
07/29/2018 00:58:01.071 [1340]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:58:01.083 [1340]: ngen returning 0x00000000
07/29/2018 00:58:01.114 [4348]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\lc\d5563ee48e36d6cd6cb241078ab14856\lc.ni.exe /noroot /LegacyServiceBehavior 
07/29/2018 00:58:01.233 [4348]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:58:01.243 [4348]: ngen returning 0x00000000
07/29/2018 00:58:01.396 [7260]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\Microsoft.A26c32abb#\daccce07274abb3db8f188b200f929f0\Microsoft.ApplicationId.RuleWizard.ni.dll /noroot /LegacyServiceBehavior 
07/29/2018 00:58:01.548 [7260]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:58:01.557 [7260]: ngen returning 0x00000000
07/29/2018 00:58:02.571 [7440]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\Microsoft.Dd352ccc4#\5e82ebe634e9dc89c31a4fef2f841c34\Microsoft.Data.Persistent.ni.dll /noroot /LegacyServiceBehavior 
07/29/2018 00:58:02.688 [7440]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:58:02.700 [7440]: ngen returning 0x00000000
07/29/2018 00:58:02.973 [8676]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\Microsoft.E0e260098#\26ab95dc59cccf8eca77c7a2c34f9125\Microsoft.Expression.Extensibility.ni.dll /noroot /LegacyServiceBehavior 
07/29/2018 00:58:03.139 [8676]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:58:03.155 [8676]: ngen returning 0x00000000
07/29/2018 00:58:03.218 [7932]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\Microsoft.E12594240#\a948de2cf3ae4b201f62ba18defa600a\Microsoft.Expression.WindowsPhone.ni.dll /noroot /LegacyServiceBehavior 
07/29/2018 00:58:03.359 [7932]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:58:03.367 [7932]: ngen returning 0x00000000
07/29/2018 00:58:03.554 [6952]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\Microsoft.E1c26420c#\29cb9a81a8f3d188efca8bd152d2558b\Microsoft.Expression.WebPlatform.ni.dll /noroot /LegacyServiceBehavior 
07/29/2018 00:58:03.711 [6952]: Native image used by one or more roots, cannot be uninstalled
07/29/2018 00:58:03.720 [6952]: ngen returning 0x00000000
07/29/2018 00:58:03.775 [7276]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\Windows\assembly\NativeImages_v4.0.30319_32\Microsoft.E2abbeef6#\0276e8160d633cdaedf5c9640a9ba4a8\Microsoft.Expression.SourceControl.TFS.ni.dll /noroot /LegacyServiceBehavior 
